epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,5005.53,1.70426,0.84953,1.2392,0.87695,0.80949,0.87315,0.3537,1.97574,1.00414,1.40177,1.91684e-05,1.91684e-05,1.91684e-05
23,5230.35,1.70885,0.84536,1.24344,0.87823,0.81153,0.87308,0.35303,1.98796,0.98935,1.40811,1.91288e-05,1.91288e-05,1.91288e-05
24,5458.06,1.70562,0.84324,1.23634,0.87348,0.8186,0.87529,0.3562,1.98012,0.97545,1.39788,1.90892e-05,1.90892e-05,1.90892e-05
25,5685.87,1.68956,0.83253,1.23415,0.86577,0.82431,0.87421,0.3477,2.00319,0.98372,1.40779,1.90496e-05,1.90496e-05,1.90496e-05
26,5917.87,1.68399,0.82369,1.23344,0.87566,0.81192,0.86896,0.34452,2.0301,0.95255,1.41858,1.901e-05,1.901e-05,1.901e-05
27,6143.17,1.6863,0.82319,1.22723,0.87758,0.81961,0.87344,0.34877,2.01096,0.96219,1.41712,1.89704e-05,1.89704e-05,1.89704e-05
28,6372.01,1.68144,0.82155,1.23263,0.87703,0.81946,0.87484,0.3433,2.02355,0.94757,1.41879,1.89308e-05,1.89308e-05,1.89308e-05
29,6594.35,1.67447,0.81253,1.21698,0.86323,0.81714,0.87675,0.35139,2.00129,0.94509,1.4044,1.88912e-05,1.88912e-05,1.88912e-05
30,6821.56,1.67157,0.80884,1.22455,0.88075,0.81593,0.87894,0.36143,1.97773,0.94289,1.39581,1.88516e-05,1.88516e-05,1.88516e-05
31,7043.44,1.67304,0.8061,1.21748,0.87778,0.82167,0.88375,0.36643,1.96842,0.93067,1.39058,1.8812e-05,1.8812e-05,1.8812e-05
32,7269.43,1.65925,0.79622,1.21607,0.87869,0.8196,0.8826,0.36928,1.96273,0.92494,1.3848,1.87724e-05,1.87724e-05,1.87724e-05
33,7496.57,1.65935,0.79138,1.21673,0.8617,0.82015,0.87996,0.37288,1.95073,0.93621,1.38189,1.87328e-05,1.87328e-05,1.87328e-05
34,7723.72,1.65234,0.78393,1.21191,0.87863,0.82327,0.88433,0.37171,1.96186,0.92318,1.38103,1.86932e-05,1.86932e-05,1.86932e-05
35,7953.19,1.64928,0.78408,1.21354,0.86677,0.82486,0.88598,0.37954,1.94198,0.90937,1.3744,1.86536e-05,1.86536e-05,1.86536e-05
36,8179.43,1.64079,0.77614,1.2115,0.86301,0.82439,0.88662,0.39205,1.89995,0.91145,1.35548,1.8614e-05,1.8614e-05,1.8614e-05
37,8405.96,1.64251,0.77538,1.2089,0.86442,0.82725,0.88835,0.39181,1.90461,0.90067,1.3546,1.85744e-05,1.85744e-05,1.85744e-05
38,8634.56,1.63658,0.77342,1.21121,0.85278,0.83247,0.88623,0.39084,1.89781,0.89761,1.34933,1.85348e-05,1.85348e-05,1.85348e-05
39,8857.37,1.63394,0.76886,1.19848,0.84197,0.83243,0.88421,0.39842,1.8797,0.90744,1.34516,1.84952e-05,1.84952e-05,1.84952e-05
40,9088,1.63165,0.76456,1.20593,0.85388,0.83374,0.88574,0.3912,1.90883,0.90036,1.35681,1.84556e-05,1.84556e-05,1.84556e-05
41,9310.57,1.62627,0.75952,1.19465,0.85197,0.83056,0.88391,0.398,1.88405,0.90656,1.3446,1.8416e-05,1.8416e-05,1.8416e-05
42,9537.52,1.62286,0.7589,1.19724,0.8491,0.83195,0.88465,0.40384,1.86887,0.90298,1.33857,1.83764e-05,1.83764e-05,1.83764e-05
43,9761.19,1.62743,0.7557,1.19756,0.85111,0.83157,0.8802,0.39876,1.88318,0.91451,1.34261,1.83368e-05,1.83368e-05,1.83368e-05
44,9977.01,1.62355,0.75403,1.18085,0.85031,0.83614,0.88494,0.40311,1.86805,0.90716,1.33464,1.82972e-05,1.82972e-05,1.82972e-05
45,10203.9,1.61443,0.74885,1.19455,0.85081,0.83877,0.88775,0.40276,1.86999,0.89909,1.33648,1.82576e-05,1.82576e-05,1.82576e-05
46,10425.2,1.61503,0.74861,1.18588,0.85184,0.83539,0.88494,0.40257,1.86691,0.90119,1.33539,1.8218e-05,1.8218e-05,1.8218e-05
47,10653.6,1.60188,0.74158,1.19181,0.84094,0.83338,0.87838,0.40174,1.86368,0.90838,1.34031,1.81784e-05,1.81784e-05,1.81784e-05
48,10880.1,1.60308,0.74017,1.19406,0.84196,0.83543,0.87966,0.40253,1.86467,0.9074,1.33143,1.81388e-05,1.81388e-05,1.81388e-05
49,11100.9,1.60104,0.73902,1.18422,0.85346,0.83829,0.88783,0.40148,1.87457,0.89553,1.3315,1.80992e-05,1.80992e-05,1.80992e-05
50,11332.6,1.59379,0.73137,1.19423,0.85343,0.83755,0.88768,0.41017,1.84731,0.89104,1.3232,1.80596e-05,1.80596e-05,1.80596e-05
51,11560.7,1.59262,0.72815,1.1879,0.85709,0.83819,0.88838,0.40923,1.85092,0.89103,1.32305,1.802e-05,1.802e-05,1.802e-05
52,11784.8,1.59476,0.7269,1.17818,0.85039,0.83762,0.88434,0.40651,1.85624,0.90615,1.32476,1.79804e-05,1.79804e-05,1.79804e-05
53,12012.2,1.58324,0.72174,1.18345,0.8541,0.8374,0.88548,0.4047,1.86659,0.90128,1.32854,1.79408e-05,1.79408e-05,1.79408e-05
54,12237.6,1.58019,0.72043,1.17732,0.85021,0.83721,0.88423,0.40764,1.85687,0.89876,1.32319,1.79012e-05,1.79012e-05,1.79012e-05
55,12462.7,1.58636,0.72288,1.17762,0.85433,0.83868,0.88751,0.40848,1.85736,0.8897,1.32106,1.78616e-05,1.78616e-05,1.78616e-05
56,12692.2,1.57982,0.71632,1.18388,0.85794,0.8388,0.88924,0.40535,1.86772,0.8896,1.32483,1.7822e-05,1.7822e-05,1.7822e-05
57,12917,1.57653,0.71394,1.17652,0.856,0.83961,0.88752,0.40778,1.85967,0.8932,1.32187,1.77824e-05,1.77824e-05,1.77824e-05
58,13145,1.57214,0.7133,1.17272,0.85376,0.83966,0.88597,0.40735,1.86147,0.8938,1.32237,1.77428e-05,1.77428e-05,1.77428e-05
59,13376,1.56812,0.71005,1.17794,0.85456,0.84052,0.88639,0.40831,1.85921,0.89245,1.32206,1.77032e-05,1.77032e-05,1.77032e-05
60,13600.8,1.56569,0.70878,1.16841,0.85583,0.84052,0.88643,0.40623,1.86658,0.89553,1.32324,1.76636e-05,1.76636e-05,1.76636e-05
61,13839.6,1.54736,0.70036,1.18069,0.85848,0.84121,0.88773,0.40511,1.87206,0.89457,1.3252,1.7624e-05,1.7624e-05,1.7624e-05
62,14066.6,1.54616,0.69648,1.16953,0.85865,0.84113,0.88738,0.40533,1.87233,0.89445,1.32526,1.75844e-05,1.75844e-05,1.75844e-05
63,14288.1,1.55963,0.70308,1.16281,0.86015,0.83893,0.88722,0.40486,1.87449,0.89637,1.326,1.75448e-05,1.75448e-05,1.75448e-05
64,14516.8,1.5451,0.6946,1.1658,0.86232,0.83959,0.88804,0.40615,1.87072,0.89257,1.32468,1.75052e-05,1.75052e-05,1.75052e-05
65,14745.6,1.55769,0.70006,1.16823,0.86453,0.84022,0.88987,0.40905,1.86356,0.88394,1.32015,1.74656e-05,1.74656e-05,1.74656e-05
66,14968.2,1.55219,0.6945,1.16243,0.86479,0.8394,0.88999,0.40973,1.86207,0.8818,1.31922,1.7426e-05,1.7426e-05,1.7426e-05
67,15194.1,1.53987,0.69206,1.16293,0.86368,0.83982,0.88981,0.40926,1.86185,0.88297,1.31883,1.73864e-05,1.73864e-05,1.73864e-05
68,15418.7,1.53831,0.6892,1.15706,0.86478,0.84041,0.89012,0.40847,1.86504,0.88021,1.32014,1.73468e-05,1.73468e-05,1.73468e-05
69,15646.5,1.53245,0.68701,1.16331,0.86495,0.841,0.88982,0.4084,1.86492,0.87905,1.32026,1.73072e-05,1.73072e-05,1.73072e-05
70,15870.4,1.53755,0.68529,1.15715,0.86519,0.84199,0.8902,0.40925,1.86443,0.87801,1.32052,1.72676e-05,1.72676e-05,1.72676e-05
71,16094,1.52716,0.68022,1.15788,0.86602,0.84266,0.89051,0.40916,1.86503,0.87776,1.32127,1.7228e-05,1.7228e-05,1.7228e-05
72,16317.3,1.54044,0.68431,1.16393,0.86668,0.84301,0.89081,0.40993,1.86298,0.87734,1.32086,1.71884e-05,1.71884e-05,1.71884e-05
73,16547.9,1.5296,0.67992,1.16464,0.86722,0.8434,0.89115,0.41088,1.86006,0.87539,1.31969,1.71488e-05,1.71488e-05,1.71488e-05
74,16775.4,1.53401,0.68391,1.15761,0.86778,0.84415,0.89197,0.41152,1.8589,0.87176,1.31887,1.71092e-05,1.71092e-05,1.71092e-05
75,17000.4,1.53622,0.68111,1.15768,0.86884,0.8443,0.89271,0.41158,1.85906,0.87118,1.31853,1.70696e-05,1.70696e-05,1.70696e-05
76,17225.1,1.53578,0.68181,1.15774,0.86918,0.84414,0.89301,0.41215,1.8572,0.87027,1.31752,1.703e-05,1.703e-05,1.703e-05
77,17452,1.51998,0.67499,1.15819,0.87051,0.84428,0.89416,0.41251,1.8581,0.86762,1.31737,1.69904e-05,1.69904e-05,1.69904e-05
78,17681.7,1.52458,0.67232,1.16259,0.87106,0.84461,0.89448,0.41264,1.8576,0.86679,1.3171,1.69508e-05,1.69508e-05,1.69508e-05
79,17908.3,1.51981,0.67264,1.15691,0.87075,0.84481,0.89444,0.41282,1.85766,0.8667,1.31761,1.69112e-05,1.69112e-05,1.69112e-05
80,18127.9,1.53248,0.67698,1.15082,0.87067,0.84425,0.89448,0.41327,1.85683,0.86743,1.3175,1.68716e-05,1.68716e-05,1.68716e-05
81,18350.3,1.52398,0.67306,1.15224,0.87044,0.84412,0.89442,0.41335,1.8574,0.86706,1.31778,1.6832e-05,1.6832e-05,1.6832e-05
82,18576.2,1.51609,0.67047,1.15518,0.87073,0.84384,0.89452,0.4139,1.85628,0.86654,1.31731,1.67924e-05,1.67924e-05,1.67924e-05
83,18800.5,1.51238,0.66916,1.15053,0.87118,0.84378,0.89484,0.41433,1.85616,0.86415,1.31756,1.67528e-05,1.67528e-05,1.67528e-05
84,19030.3,1.50945,0.66649,1.15202,0.87018,0.84494,0.89483,0.4146,1.85593,0.86301,1.31751,1.67132e-05,1.67132e-05,1.67132e-05
85,19253.9,1.51355,0.6659,1.14875,0.87082,0.8443,0.89491,0.41521,1.85475,0.86114,1.31671,1.66736e-05,1.66736e-05,1.66736e-05
86,19477.4,1.51126,0.66676,1.14686,0.87106,0.84396,0.89482,0.41546,1.85425,0.86005,1.31665,1.6634e-05,1.6634e-05,1.6634e-05
87,19702.3,1.50968,0.6651,1.14976,0.87135,0.84408,0.89491,0.41558,1.85447,0.85838,1.31654,1.65944e-05,1.65944e-05,1.65944e-05
88,19932.4,1.50434,0.6614,1.15562,0.87118,0.84418,0.89493,0.41556,1.85515,0.85798,1.31684,1.65548e-05,1.65548e-05,1.65548e-05
89,20154.1,1.51655,0.66437,1.14386,0.87136,0.8437,0.89486,0.41568,1.8557,0.85676,1.31693,1.65152e-05,1.65152e-05,1.65152e-05
90,20380.2,1.49745,0.65953,1.14427,0.87185,0.84302,0.89457,0.41578,1.85545,0.85606,1.31684,1.64756e-05,1.64756e-05,1.64756e-05
91,20602.4,1.49715,0.65847,1.14617,0.87187,0.84301,0.89459,0.41585,1.85563,0.85532,1.31693,1.6436e-05,1.6436e-05,1.6436e-05
92,20823.3,1.49854,0.65671,1.14158,0.87239,0.84228,0.89465,0.41608,1.85551,0.85465,1.31675,1.63964e-05,1.63964e-05,1.63964e-05
93,21048.9,1.48713,0.65196,1.14216,0.87233,0.84219,0.89478,0.41625,1.85526,0.85395,1.31664,1.63568e-05,1.63568e-05,1.63568e-05
94,21277.4,1.48365,0.6508,1.14736,0.87256,0.84181,0.89484,0.41644,1.85529,0.85315,1.31658,1.63172e-05,1.63172e-05,1.63172e-05
95,21503.7,1.481,0.6481,1.14234,0.87334,0.84118,0.89491,0.41635,1.85572,0.8528,1.31687,1.62776e-05,1.62776e-05,1.62776e-05
96,21731.1,1.48616,0.64934,1.14254,0.8739,0.84062,0.89505,0.4163,1.85634,0.85255,1.3169,1.6238e-05,1.6238e-05,1.6238e-05
97,21957.7,1.48585,0.64964,1.14045,0.87457,0.84023,0.89517,0.4166,1.85577,0.85194,1.3166,1.61984e-05,1.61984e-05,1.61984e-05
98,22179.5,1.48224,0.64896,1.13566,0.87497,0.84019,0.89547,0.41676,1.85523,0.85158,1.31647,1.61588e-05,1.61588e-05,1.61588e-05
99,22408.2,1.46591,0.64243,1.14055,0.87519,0.8402,0.89562,0.4169,1.8547,0.8509,1.31624,1.61192e-05,1.61192e-05,1.61192e-05
100,22629.1,1.47516,0.64431,1.13137,0.87647,0.83917,0.89585,0.41725,1.85424,0.85033,1.31613,1.60796e-05,1.60796e-05,1.60796e-05
101,22850.7,1.47335,0.64443,1.13173,0.87753,0.83781,0.8959,0.41753,1.85309,0.84977,1.31582,1.604e-05,1.604e-05,1.604e-05
102,23075.6,1.46688,0.64286,1.12994,0.87758,0.83772,0.89584,0.41756,1.85306,0.85003,1.31592,1.60004e-05,1.60004e-05,1.60004e-05
103,23302.4,1.46593,0.64181,1.13463,0.87811,0.83715,0.89587,0.41769,1.85253,0.85026,1.31586,1.59608e-05,1.59608e-05,1.59608e-05
104,23529.7,1.4709,0.6419,1.13451,0.87816,0.83699,0.89587,0.41775,1.85243,0.84994,1.31567,1.59212e-05,1.59212e-05,1.59212e-05
105,23753.4,1.46887,0.63935,1.13237,0.8786,0.83652,0.89599,0.41789,1.85233,0.84949,1.31565,1.58816e-05,1.58816e-05,1.58816e-05
106,23982.2,1.45995,0.63478,1.13287,0.87896,0.83644,0.8961,0.41809,1.85191,0.84922,1.31556,1.5842e-05,1.5842e-05,1.5842e-05
107,24213.2,1.45677,0.63429,1.13533,0.88004,0.83563,0.89619,0.41827,1.85149,0.84857,1.31546,1.58024e-05,1.58024e-05,1.58024e-05
108,24436.5,1.45895,0.63513,1.12788,0.88013,0.83574,0.89626,0.41829,1.85178,0.84848,1.3157,1.57628e-05,1.57628e-05,1.57628e-05
109,24661.4,1.46262,0.63651,1.12937,0.88026,0.83585,0.8963,0.41832,1.85201,0.84775,1.31592,1.57232e-05,1.57232e-05,1.57232e-05
110,24888.6,1.45756,0.63068,1.12998,0.88108,0.83562,0.89658,0.41843,1.85248,0.84666,1.31605,1.56836e-05,1.56836e-05,1.56836e-05
111,25112.3,1.46345,0.63487,1.12757,0.88199,0.83518,0.89686,0.41848,1.85295,0.84584,1.31618,1.5644e-05,1.5644e-05,1.5644e-05
112,25336,1.45906,0.63483,1.12582,0.88183,0.8355,0.89682,0.41838,1.85384,0.84531,1.31659,1.56044e-05,1.56044e-05,1.56044e-05
113,25555.7,1.46101,0.636,1.12466,0.88196,0.8358,0.89696,0.41844,1.85415,0.84476,1.31677,1.55648e-05,1.55648e-05,1.55648e-05
114,25781.4,1.45056,0.62972,1.12592,0.88262,0.83551,0.89709,0.4186,1.85409,0.84425,1.31692,1.55252e-05,1.55252e-05,1.55252e-05
115,26012.8,1.44836,0.62849,1.1312,0.88275,0.83598,0.89721,0.4187,1.8542,0.84338,1.31703,1.54856e-05,1.54856e-05,1.54856e-05
116,26236.3,1.44587,0.62762,1.12527,0.88257,0.83632,0.8974,0.41899,1.85359,0.84267,1.31678,1.5446e-05,1.5446e-05,1.5446e-05
117,26463.5,1.45062,0.63042,1.12923,0.88198,0.83699,0.89747,0.41918,1.8533,0.84196,1.31655,1.54064e-05,1.54064e-05,1.54064e-05
118,26687.3,1.44382,0.62577,1.11967,0.88178,0.83762,0.89757,0.41926,1.85325,0.84125,1.31654,1.53668e-05,1.53668e-05,1.53668e-05
119,26912.4,1.43951,0.62538,1.1222,0.88222,0.8375,0.89759,0.41941,1.85324,0.84071,1.3165,1.53272e-05,1.53272e-05,1.53272e-05
120,27131.7,1.44773,0.62667,1.11618,0.88198,0.83779,0.89762,0.41961,1.85297,0.84026,1.31635,1.52876e-05,1.52876e-05,1.52876e-05
121,27360.2,1.4326,0.62115,1.12476,0.88132,0.83872,0.89784,0.41978,1.85272,0.83966,1.3161,1.5248e-05,1.5248e-05,1.5248e-05
122,27584.3,1.44121,0.62397,1.11917,0.88155,0.83891,0.89803,0.41994,1.85258,0.83906,1.31606,1.52084e-05,1.52084e-05,1.52084e-05
123,27805.7,1.43723,0.62191,1.11741,0.88279,0.83824,0.89821,0.42003,1.85262,0.83866,1.31606,1.51688e-05,1.51688e-05,1.51688e-05
124,28029,1.43427,0.62219,1.11923,0.88272,0.83864,0.89842,0.42027,1.85215,0.83778,1.31581,1.51292e-05,1.51292e-05,1.51292e-05
125,28252.3,1.43564,0.62173,1.11598,0.8828,0.83896,0.8986,0.42053,1.85179,0.83724,1.31563,1.50896e-05,1.50896e-05,1.50896e-05
126,28482.7,1.43488,0.61912,1.12469,0.8826,0.83948,0.89875,0.42057,1.85202,0.83708,1.3158,1.505e-05,1.505e-05,1.505e-05
127,28702.5,1.44275,0.62354,1.11273,0.88304,0.83959,0.89881,0.42071,1.85231,0.83633,1.31592,1.50104e-05,1.50104e-05,1.50104e-05
128,28931.7,1.43031,0.61757,1.12178,0.88352,0.8391,0.89877,0.42073,1.85228,0.83601,1.31614,1.49708e-05,1.49708e-05,1.49708e-05
129,29156.7,1.43131,0.61692,1.11718,0.88427,0.83867,0.89889,0.42085,1.85242,0.83562,1.3163,1.49312e-05,1.49312e-05,1.49312e-05
130,29381,1.42843,0.61792,1.11287,0.88421,0.83928,0.89909,0.42095,1.85266,0.83506,1.31632,1.48916e-05,1.48916e-05,1.48916e-05
131,29607.4,1.42033,0.61226,1.11774,0.88438,0.83967,0.89934,0.42108,1.85222,0.83468,1.31627,1.4852e-05,1.4852e-05,1.4852e-05
132,29828.6,1.43357,0.61708,1.11486,0.88585,0.83847,0.89944,0.42134,1.85167,0.83411,1.31635,1.48124e-05,1.48124e-05,1.48124e-05
133,30056.4,1.43278,0.61822,1.11724,0.8866,0.83846,0.89964,0.42151,1.85153,0.83324,1.31626,1.47728e-05,1.47728e-05,1.47728e-05
134,30277.8,1.43024,0.61819,1.11423,0.88705,0.83842,0.89968,0.42158,1.85162,0.83248,1.31638,1.47332e-05,1.47332e-05,1.47332e-05
135,30499.1,1.41565,0.6125,1.10869,0.88662,0.8388,0.89968,0.4217,1.85193,0.83167,1.31646,1.46936e-05,1.46936e-05,1.46936e-05
136,30724.3,1.41829,0.61109,1.1109,0.88705,0.83893,0.89978,0.4217,1.85214,0.83116,1.31656,1.4654e-05,1.4654e-05,1.4654e-05
137,30949.9,1.4155,0.61123,1.10908,0.88727,0.83897,0.89989,0.4218,1.85184,0.83068,1.31659,1.46144e-05,1.46144e-05,1.46144e-05
138,31168.4,1.41831,0.61205,1.10439,0.88733,0.83906,0.9,0.42187,1.85212,0.82995,1.3166,1.45748e-05,1.45748e-05,1.45748e-05
139,31391.5,1.42112,0.61197,1.10981,0.88745,0.83903,0.90004,0.42203,1.85185,0.82936,1.31647,1.45352e-05,1.45352e-05,1.45352e-05
140,31620.4,1.41209,0.60725,1.11732,0.88713,0.83947,0.90006,0.42193,1.85239,0.82893,1.31674,1.44956e-05,1.44956e-05,1.44956e-05
141,31844.1,1.41161,0.60869,1.11034,0.88695,0.8397,0.90012,0.42219,1.85196,0.82835,1.31651,1.4456e-05,1.4456e-05,1.4456e-05
142,32068.4,1.41125,0.60939,1.10663,0.88771,0.83911,0.90017,0.42231,1.85201,0.82798,1.31649,1.44164e-05,1.44164e-05,1.44164e-05
143,32297.5,1.40691,0.60508,1.10901,0.88713,0.83973,0.90031,0.42235,1.85231,0.82749,1.31661,1.43768e-05,1.43768e-05,1.43768e-05
144,32523.2,1.4078,0.60709,1.10804,0.88775,0.83924,0.90035,0.42246,1.85212,0.82705,1.31653,1.43372e-05,1.43372e-05,1.43372e-05
145,32743.6,1.41501,0.60702,1.10886,0.88803,0.83943,0.90048,0.42264,1.85231,0.82632,1.31655,1.42976e-05,1.42976e-05,1.42976e-05
146,32968.4,1.40425,0.60457,1.10595,0.88791,0.83985,0.90068,0.42276,1.85238,0.82545,1.31643,1.4258e-05,1.4258e-05,1.4258e-05
147,33191.4,1.40156,0.60535,1.10129,0.88798,0.84008,0.90068,0.42278,1.85331,0.82471,1.31691,1.42184e-05,1.42184e-05,1.42184e-05
148,33414.4,1.39851,0.60118,1.10237,0.88721,0.84102,0.90083,0.42283,1.85349,0.82398,1.31691,1.41788e-05,1.41788e-05,1.41788e-05
149,33640.7,1.39797,0.6047,1.10128,0.88757,0.84099,0.90109,0.42294,1.85362,0.82317,1.31697,1.41392e-05,1.41392e-05,1.41392e-05
150,33870.7,1.39381,0.60077,1.10465,0.88753,0.84104,0.90102,0.42294,1.85418,0.82258,1.31703,1.40996e-05,1.40996e-05,1.40996e-05
151,34095.4,1.39907,0.60172,1.105,0.88774,0.84057,0.90105,0.42302,1.85442,0.8228,1.3173,1.406e-05,1.406e-05,1.406e-05
152,34318.9,1.39168,0.59829,1.10252,0.88733,0.84118,0.90121,0.42302,1.85505,0.82262,1.31751,1.40204e-05,1.40204e-05,1.40204e-05
153,223.121,1.44878,0.61989,1.13678,0.887,0.84125,0.90108,0.42299,1.85501,0.82273,1.31749,1.39808e-05,1.39808e-05,1.39808e-05
154,442.496,1.45663,0.62578,1.12903,0.88737,0.84088,0.901,0.42291,1.85519,0.82295,1.3176,1.39412e-05,1.39412e-05,1.39412e-05
155,664.304,1.45491,0.62427,1.13124,0.88729,0.84112,0.90107,0.42293,1.85526,0.8231,1.31759,1.39016e-05,1.39016e-05,1.39016e-05
156,889.175,1.44651,0.62144,1.12988,0.88713,0.84133,0.9011,0.42276,1.85533,0.82313,1.31763,1.3862e-05,1.3862e-05,1.3862e-05
157,1109.74,1.44933,0.62361,1.12167,0.88753,0.84107,0.90128,0.42267,1.8558,0.82333,1.31777,1.38224e-05,1.38224e-05,1.38224e-05
158,1330.45,1.43901,0.61715,1.12522,0.88743,0.8411,0.90115,0.42258,1.85583,0.82358,1.3177,1.37828e-05,1.37828e-05,1.37828e-05
159,1549.04,1.45017,0.62112,1.12789,0.88767,0.84098,0.90116,0.42258,1.85603,0.82352,1.31774,1.37432e-05,1.37432e-05,1.37432e-05
160,1769.57,1.4393,0.61688,1.12121,0.88733,0.84134,0.90124,0.4225,1.85626,0.82336,1.31782,1.37036e-05,1.37036e-05,1.37036e-05
161,1990.27,1.42943,0.61385,1.1207,0.88796,0.84077,0.90114,0.42222,1.85685,0.82345,1.31814,1.3664e-05,1.3664e-05,1.3664e-05
162,2211.02,1.43903,0.61784,1.12186,0.88836,0.8406,0.90131,0.4222,1.85708,0.8234,1.31818,1.36244e-05,1.36244e-05,1.36244e-05
163,2432.15,1.43864,0.61559,1.12242,0.88803,0.84088,0.90121,0.42213,1.85711,0.82341,1.31816,1.35848e-05,1.35848e-05,1.35848e-05
164,2650.13,1.44327,0.61801,1.12207,0.88839,0.84049,0.90125,0.42221,1.85698,0.82318,1.31814,1.35452e-05,1.35452e-05,1.35452e-05
165,2869.59,1.43482,0.61481,1.12251,0.88857,0.84044,0.90123,0.42224,1.85691,0.823,1.31816,1.35056e-05,1.35056e-05,1.35056e-05
166,3087.03,1.43739,0.61502,1.11518,0.888,0.84111,0.90122,0.42226,1.85713,0.82296,1.3184,1.3466e-05,1.3466e-05,1.3466e-05
167,3308.19,1.424,0.61039,1.11735,0.88835,0.8408,0.90114,0.42221,1.85753,0.82314,1.31883,1.34264e-05,1.34264e-05,1.34264e-05
168,3530.11,1.42356,0.60965,1.12213,0.88857,0.84047,0.90088,0.42187,1.85862,0.82354,1.31949,1.33868e-05,1.33868e-05,1.33868e-05
169,3748.28,1.42572,0.61014,1.11499,0.88867,0.84042,0.90078,0.4217,1.85933,0.82402,1.32001,1.33472e-05,1.33472e-05,1.33472e-05
170,3971.77,1.41703,0.60606,1.12204,0.88915,0.83995,0.90069,0.4216,1.85987,0.82421,1.32028,1.33076e-05,1.33076e-05,1.33076e-05
